date,platform,campaign_id,campaign_name,impressions,clicks,spend,conversions,conversion_value,ctr,cpc,cpm,roas
2026-01-16,meta,META_001,Brand Awareness Q1,46047,796,52.62,16.0,1588.32,0.0173,0.07,1.14,30.18
2026-01-16,meta,META_002,Retargeting — Website Visitors,6203,295,487.1,25.0,2646.5,0.0476,1.65,78.53,5.43
2026-01-16,meta,META_003,Prospecting — Lookalike 1%,74717,2901,312.57,142.0,15581.66,0.0388,0.11,4.18,49.85
2026-01-16,meta,META_004,App Install — iOS,58773,308,279.1,28.0,3720.64,0.0052,0.91,4.75,13.33
2026-01-16,x_ads,X_001,Promoted Tweets — Engagement,27341,125,63.55,3.0,194.34,0.0046,0.51,2.32,3.06
2026-01-16,x_ads,X_002,Website Clicks — Fintech Audience,9806,29,196.81,0.0,0.0,0.003,6.79,20.07,0.0
2026-01-16,x_ads,X_003,Follower Campaign — Brand,20929,203,296.58,4.0,66.08,0.0097,1.46,14.17,0.22
2026-01-17,dv360,DV_IO_001,Programmatic Display — Prospecting,160299,68,711.06,2.7,360.05,0.0004,10.46,4.44,0.51
2026-01-17,dv360,DV_IO_002,YouTube Pre-roll — Brand,111290,1016,436.57,37.4,6178.85,0.0091,0.43,3.92,14.15
2026-01-17,dv360,DV_IO_003,Programmatic Video — Retargeting,71039,36,330.55,0.7,122.91,0.0005,9.18,4.65,0.37
2026-01-17,google_ads,GADS_001,Search — Brand Keywords,53191,3180,183.83,191.6,25191.57,0.0598,0.06,3.46,137.04
2026-01-17,google_ads,GADS_002,Search — Competitor Keywords,38317,31,118.97,1.7,321.52,0.0008,3.84,3.1,2.7
2026-01-17,google_ads,GADS_003,Performance Max — All Products,4245,231,386.74,2.0,239.7,0.0544,1.67,91.1,0.62
2026-01-17,google_ads,GADS_004,Display — Retargeting,18656,334,510.29,11.6,2017.47,0.0179,1.53,27.35,3.95
2026-01-17,meta,META_001,Brand Awareness Q1,5411,243,159.13,10.0,1387.4,0.0449,0.65,29.41,8.72
2026-01-17,meta,META_002,Retargeting — Website Visitors,44148,1170,182.5,32.0,3599.68,0.0265,0.16,4.13,19.72
2026-01-17,meta,META_003,Prospecting — Lookalike 1%,48965,1706,418.51,135.0,18627.3,0.0348,0.25,8.55,44.51
2026-01-17,meta,META_004,App Install — iOS,31623,885,443.14,24.0,1391.28,0.028,0.5,14.01,3.14
2026-01-17,x_ads,X_001,Promoted Tweets — Engagement,2751,32,155.18,0.0,0.0,0.0116,4.85,56.41,0.0
2026-01-17,x_ads,X_002,Website Clicks — Fintech Audience,33035,146,84.15,6.0,202.5,0.0044,0.58,2.55,2.41
2026-01-17,x_ads,X_003,Follower Campaign — Brand,10389,397,130.35,2.0,67.06,0.0382,0.33,12.55,0.51
2026-01-18,dv360,DV_IO_001,Programmatic Display — Prospecting,121317,1185,486.66,46.4,7453.23,0.0098,0.41,4.01,15.32
2026-01-18,dv360,DV_IO_002,YouTube Pre-roll — Brand,80625,662,577.44,20.3,2878.54,0.0082,0.87,7.16,4.99
2026-01-18,dv360,DV_IO_003,Programmatic Video — Retargeting,47210,589,529.67,2.9,151.23,0.0125,0.9,11.22,0.29
2026-01-18,google_ads,GADS_001,Search — Brand Keywords,21360,1155,210.62,87.9,13406.51,0.0541,0.18,9.86,63.65
2026-01-18,google_ads,GADS_002,Search — Competitor Keywords,22265,937,136.89,45.3,1495.35,0.0421,0.15,6.15,10.92
2026-01-18,google_ads,GADS_003,Performance Max — All Products,57091,155,588.57,4.4,874.72,0.0027,3.8,10.31,1.49
2026-01-18,google_ads,GADS_004,Display — Retargeting,55361,1968,186.29,142.3,18490.46,0.0355,0.09,3.37,99.26
2026-01-18,meta,META_001,Brand Awareness Q1,64199,1123,380.92,1.0,132.9,0.0175,0.34,5.93,0.35
2026-01-18,meta,META_002,Retargeting — Website Visitors,15291,349,255.04,16.0,2189.76,0.0228,0.73,16.68,8.59
2026-01-18,meta,META_003,Prospecting — Lookalike 1%,75479,1125,73.98,94.0,6385.42,0.0149,0.07,0.98,86.31
2026-01-18,meta,META_004,App Install — iOS,35935,1468,490.91,119.0,4303.04,0.0409,0.33,13.66,8.77
2026-01-18,x_ads,X_001,Promoted Tweets — Engagement,5174,168,175.92,3.0,181.83,0.0325,1.05,34.0,1.03
2026-01-18,x_ads,X_002,Website Clicks — Fintech Audience,13104,112,106.93,3.0,291.93,0.0085,0.95,8.16,2.73
2026-01-18,x_ads,X_003,Follower Campaign — Brand,12274,239,75.11,2.0,111.06,0.0195,0.31,6.12,1.48
2026-01-19,dv360,DV_IO_001,Programmatic Display — Prospecting,133301,1672,199.29,62.3,6174.55,0.0125,0.12,1.5,30.98
2026-01-19,dv360,DV_IO_002,YouTube Pre-roll — Brand,166702,578,336.21,8.4,356.66,0.0035,0.58,2.02,1.06
2026-01-19,dv360,DV_IO_003,Programmatic Video — Retargeting,86640,674,324.29,1.8,64.85,0.0078,0.48,3.74,0.2
2026-01-19,google_ads,GADS_001,Search — Brand Keywords,51833,2835,308.7,142.9,26009.23,0.0547,0.11,5.96,84.25
2026-01-19,google_ads,GADS_002,Search — Competitor Keywords,16649,956,269.07,42.7,7860.64,0.0574,0.28,16.16,29.21
2026-01-19,google_ads,GADS_003,Performance Max — All Products,18233,415,212.24,19.5,3108.89,0.0228,0.51,11.64,14.65
2026-01-19,google_ads,GADS_004,Display — Retargeting,8035,289,142.97,20.2,802.34,0.036,0.49,17.79,5.61
2026-01-19,meta,META_001,Brand Awareness Q1,44374,305,434.35,8.0,220.0,0.0069,1.42,9.79,0.51
2026-01-19,meta,META_002,Retargeting — Website Visitors,6701,212,58.59,14.0,1094.8,0.0316,0.28,8.74,18.69
2026-01-19,meta,META_003,Prospecting — Lookalike 1%,44609,672,170.12,2.0,82.94,0.0151,0.25,3.81,0.49
2026-01-19,meta,META_004,App Install — iOS,53372,1462,93.66,55.0,5888.3,0.0274,0.06,1.75,62.87
2026-01-19,x_ads,X_001,Promoted Tweets — Engagement,39846,1338,194.08,54.0,3193.56,0.0336,0.15,4.87,16.45
2026-01-19,x_ads,X_002,Website Clicks — Fintech Audience,5762,188,279.25,7.0,342.79,0.0326,1.49,48.46,1.23
2026-01-19,x_ads,X_003,Follower Campaign — Brand,6531,153,148.52,6.0,553.56,0.0234,0.97,22.74,3.73
2026-01-20,dv360,DV_IO_001,Programmatic Display — Prospecting,149615,2102,288.97,4.9,380.78,0.014,0.14,1.93,1.32
2026-01-20,dv360,DV_IO_002,YouTube Pre-roll — Brand,58817,1174,443.85,21.6,2574.94,0.02,0.38,7.55,5.8
2026-01-20,dv360,DV_IO_003,Programmatic Video — Retargeting,164858,2077,734.55,41.9,4533.58,0.0126,0.35,4.46,6.17
2026-01-20,google_ads,GADS_001,Search — Brand Keywords,42254,97,91.63,1.5,257.99,0.0023,0.94,2.17,2.82
2026-01-20,google_ads,GADS_002,Search — Competitor Keywords,16931,349,186.52,11.6,705.4,0.0206,0.53,11.02,3.78
2026-01-20,google_ads,GADS_003,Performance Max — All Products,19441,772,273.24,57.0,11298.54,0.0397,0.35,14.05,41.35
2026-01-20,google_ads,GADS_004,Display — Retargeting,40288,1072,274.75,18.8,1751.97,0.0266,0.26,6.82,6.38
2026-01-20,meta,META_001,Brand Awareness Q1,30879,352,479.57,13.0,530.27,0.0114,1.36,15.53,1.11
2026-01-20,meta,META_002,Retargeting — Website Visitors,45494,764,279.67,44.0,4729.56,0.0168,0.37,6.15,16.91
2026-01-20,meta,META_003,Prospecting — Lookalike 1%,65071,495,278.79,0.0,0.0,0.0076,0.56,4.28,0.0
2026-01-20,meta,META_004,App Install — iOS,61520,175,219.5,16.0,2163.04,0.0028,1.25,3.57,9.85
2026-01-20,x_ads,X_001,Promoted Tweets — Engagement,3953,98,140.77,2.0,125.4,0.0248,1.44,35.61,0.89
2026-01-20,x_ads,X_002,Website Clicks — Fintech Audience,18809,209,169.92,8.0,245.92,0.0111,0.81,9.03,1.45
2026-01-20,x_ads,X_003,Follower Campaign — Brand,5749,47,95.87,0.0,0.0,0.0082,2.04,16.68,0.0
2026-01-21,dv360,DV_IO_001,Programmatic Display — Prospecting,11686,116,312.1,0.6,77.66,0.0099,2.69,26.71,0.25
2026-01-21,dv360,DV_IO_002,YouTube Pre-roll — Brand,18952,47,483.07,1.7,274.82,0.0025,10.28,25.49,0.57
2026-01-21,dv360,DV_IO_003,Programmatic Video — Retargeting,10248,109,126.26,4.2,505.72,0.0106,1.16,12.32,4.01
2026-01-21,google_ads,GADS_001,Search — Brand Keywords,20072,126,98.36,1.6,241.1,0.0063,0.78,4.9,2.45
2026-01-21,google_ads,GADS_002,Search — Competitor Keywords,25639,674,393.06,51.7,9413.54,0.0263,0.58,15.33,23.95
2026-01-21,google_ads,GADS_003,Performance Max — All Products,59301,893,215.11,37.7,1983.4,0.0151,0.24,3.63,9.22
2026-01-21,google_ads,GADS_004,Display — Retargeting,31257,438,161.75,34.9,1754.42,0.014,0.37,5.17,10.85
2026-01-21,meta,META_001,Brand Awareness Q1,66709,1653,268.13,95.0,10239.1,0.0248,0.16,4.02,38.19
2026-01-21,meta,META_002,Retargeting — Website Visitors,37382,1767,160.35,156.0,7743.84,0.0473,0.09,4.29,48.29
2026-01-21,meta,META_003,Prospecting — Lookalike 1%,15600,104,356.35,7.0,873.6,0.0067,3.43,22.84,2.45
2026-01-21,meta,META_004,App Install — iOS,53369,1922,348.07,79.0,7661.42,0.036,0.18,6.52,22.01
2026-01-21,x_ads,X_001,Promoted Tweets — Engagement,34848,209,198.54,1.0,34.82,0.006,0.95,5.7,0.18
2026-01-21,x_ads,X_002,Website Clicks — Fintech Audience,17058,464,164.67,5.0,435.15,0.0272,0.35,9.65,2.64
2026-01-21,x_ads,X_003,Follower Campaign — Brand,10118,74,285.21,1.0,57.15,0.0073,3.85,28.19,0.2
2026-01-22,dv360,DV_IO_001,Programmatic Display — Prospecting,11748,69,219.74,2.2,169.71,0.0059,3.18,18.7,0.77
2026-01-22,dv360,DV_IO_002,YouTube Pre-roll — Brand,100088,1185,211.37,0.8,131.82,0.0118,0.18,2.11,0.62
2026-01-22,dv360,DV_IO_003,Programmatic Video — Retargeting,56790,62,501.2,0.5,89.83,0.0011,8.08,8.83,0.18
2026-01-22,google_ads,GADS_001,Search — Brand Keywords,53117,591,192.19,0.1,3.97,0.0111,0.33,3.62,0.02
2026-01-22,google_ads,GADS_002,Search — Competitor Keywords,10483,370,399.55,9.4,1220.21,0.0353,1.08,38.11,3.05
2026-01-22,google_ads,GADS_003,Performance Max — All Products,20115,886,113.2,25.1,1500.23,0.044,0.13,5.63,13.25
2026-01-22,google_ads,GADS_004,Display — Retargeting,10730,521,393.57,23.3,2740.78,0.0486,0.76,36.68,6.96
2026-01-22,meta,META_001,Brand Awareness Q1,7230,289,317.37,18.0,541.08,0.04,1.1,43.9,1.7
2026-01-22,meta,META_002,Retargeting — Website Visitors,72619,3113,377.58,160.0,16502.4,0.0429,0.12,5.2,43.71
2026-01-22,meta,META_003,Prospecting — Lookalike 1%,45280,817,309.88,66.0,3097.38,0.018,0.38,6.84,10.0
2026-01-22,meta,META_004,App Install — iOS,55910,560,312.54,13.0,1913.6,0.01,0.56,5.59,6.12
2026-01-22,x_ads,X_001,Promoted Tweets — Engagement,17744,300,56.26,14.0,799.68,0.0169,0.19,3.17,14.21
2026-01-22,x_ads,X_002,Website Clicks — Fintech Audience,19114,386,298.6,9.0,537.03,0.0202,0.77,15.62,1.8
2026-01-22,x_ads,X_003,Follower Campaign — Brand,2297,32,73.74,0.0,0.0,0.0139,2.3,32.1,0.0
2026-01-23,dv360,DV_IO_001,Programmatic Display — Prospecting,24425,101,409.8,0.9,139.48,0.0041,4.06,16.78,0.34
2026-01-23,dv360,DV_IO_002,YouTube Pre-roll — Brand,101111,1881,322.13,27.1,3311.89,0.0186,0.17,3.19,10.28
2026-01-23,dv360,DV_IO_003,Programmatic Video — Retargeting,152109,996,759.31,48.3,5320.24,0.0065,0.76,4.99,7.01
2026-01-23,google_ads,GADS_001,Search — Brand Keywords,45339,385,596.86,21.1,1390.7,0.0085,1.55,13.16,2.33
2026-01-23,google_ads,GADS_002,Search — Competitor Keywords,23437,1173,298.19,39.6,6789.42,0.05,0.25,12.72,22.77
2026-01-23,google_ads,GADS_003,Performance Max — All Products,16607,110,533.51,7.2,346.54,0.0066,4.85,32.13,0.65
2026-01-23,google_ads,GADS_004,Display — Retargeting,26132,892,97.39,37.4,5158.58,0.0341,0.11,3.73,52.97
2026-01-23,meta,META_001,Brand Awareness Q1,8022,148,184.53,1.0,100.18,0.0184,1.25,23.0,0.54
2026-01-23,meta,META_002,Retargeting — Website Visitors,28090,464,61.21,26.0,790.66,0.0165,0.13,2.18,12.92
2026-01-23,meta,META_003,Prospecting — Lookalike 1%,53651,735,421.29,2.0,250.06,0.0137,0.57,7.85,0.59
2026-01-23,meta,META_004,App Install — iOS,77312,3444,111.29,202.0,14707.62,0.0445,0.03,1.44,132.16
2026-01-23,x_ads,X_001,Promoted Tweets — Engagement,11075,83,290.41,1.0,69.09,0.0075,3.5,26.22,0.24
2026-01-23,x_ads,X_002,Website Clicks — Fintech Audience,29816,602,65.11,9.0,696.06,0.0202,0.11,2.18,10.69
2026-01-23,x_ads,X_003,Follower Campaign — Brand,17847,112,79.5,2.0,198.3,0.0063,0.71,4.45,2.49
2026-01-24,dv360,DV_IO_001,Programmatic Display — Prospecting,61777,23,625.72,0.0,0.0,0.0004,27.21,10.13,0.0
2026-01-24,dv360,DV_IO_002,YouTube Pre-roll — Brand,169042,2773,495.12,105.9,5699.54,0.0164,0.18,2.93,11.51
2026-01-24,dv360,DV_IO_003,Programmatic Video — Retargeting,171018,937,636.21,43.1,3350.16,0.0055,0.68,3.72,5.27
2026-01-24,google_ads,GADS_001,Search — Brand Keywords,27423,958,321.7,62.4,1772.16,0.0349,0.34,11.73,5.51
2026-01-24,google_ads,GADS_002,Search — Competitor Keywords,47857,2432,81.66,21.5,507.83,0.0508,0.03,1.71,6.22
2026-01-24,google_ads,GADS_003,Performance Max — All Products,53070,1319,161.24,103.4,3845.45,0.0249,0.12,3.04,23.85
2026-01-24,google_ads,GADS_004,Display — Retargeting,38785,1975,364.55,70.0,4650.1,0.0509,0.18,9.4,12.76
2026-01-24,meta,META_001,Brand Awareness Q1,75913,1278,64.66,121.0,9453.73,0.0168,0.05,0.85,146.21
2026-01-24,meta,META_002,Retargeting — Website Visitors,78194,2095,335.18,39.0,4282.2,0.0268,0.16,4.29,12.78
2026-01-24,meta,META_003,Prospecting — Lookalike 1%,16460,258,320.66,16.0,955.04,0.0157,1.24,19.48,2.98
2026-01-24,meta,META_004,App Install — iOS,51144,94,208.41,6.0,581.34,0.0018,2.22,4.07,2.79
2026-01-24,x_ads,X_001,Promoted Tweets — Engagement,13308,413,294.98,13.0,918.71,0.031,0.71,22.17,3.11
2026-01-24,x_ads,X_002,Website Clicks — Fintech Audience,38849,1092,220.49,29.0,1554.98,0.0281,0.2,5.68,7.05
2026-01-24,x_ads,X_003,Follower Campaign — Brand,4334,23,181.74,0.0,0.0,0.0053,7.9,41.93,0.0
2026-01-25,dv360,DV_IO_001,Programmatic Display — Prospecting,77325,147,358.87,0.3,30.6,0.0019,2.44,4.64,0.09
2026-01-25,dv360,DV_IO_002,YouTube Pre-roll — Brand,43424,202,413.72,5.5,373.34,0.0047,2.05,9.53,0.9
2026-01-25,dv360,DV_IO_003,Programmatic Video — Retargeting,196483,3164,646.46,124.1,18860.72,0.0161,0.2,3.29,29.18
2026-01-25,google_ads,GADS_001,Search — Brand Keywords,36830,1571,106.8,111.1,12540.97,0.0427,0.07,2.9,117.42
2026-01-25,google_ads,GADS_002,Search — Competitor Keywords,35015,91,141.03,6.7,1098.93,0.0026,1.55,4.03,7.79
2026-01-25,google_ads,GADS_003,Performance Max — All Products,23357,1322,289.48,68.0,2723.4,0.0566,0.22,12.39,9.41
2026-01-25,google_ads,GADS_004,Display — Retargeting,58106,3016,124.7,141.2,11177.39,0.0519,0.04,2.15,89.63
2026-01-25,meta,META_001,Brand Awareness Q1,58737,641,395.9,58.0,3336.74,0.0109,0.62,6.74,8.43
2026-01-25,meta,META_002,Retargeting — Website Visitors,24770,289,302.63,17.0,1584.57,0.0117,1.05,12.22,5.24
2026-01-25,meta,META_003,Prospecting — Lookalike 1%,41953,81,302.31,3.0,357.66,0.0019,3.73,7.21,1.18
2026-01-25,meta,META_004,App Install — iOS,40127,731,442.59,23.0,618.01,0.0182,0.61,11.03,1.4
2026-01-25,x_ads,X_001,Promoted Tweets — Engagement,13774,30,89.34,0.0,0.0,0.0022,2.98,6.49,0.0
2026-01-25,x_ads,X_002,Website Clicks — Fintech Audience,20689,149,30.92,6.0,144.66,0.0072,0.21,1.49,4.68
2026-01-25,x_ads,X_003,Follower Campaign — Brand,35493,1264,219.41,39.0,2460.9,0.0356,0.17,6.18,11.22
2026-01-26,dv360,DV_IO_001,Programmatic Display — Prospecting,120429,571,507.35,27.3,4727.81,0.0047,0.89,4.21,9.32
2026-01-26,dv360,DV_IO_002,YouTube Pre-roll — Brand,198973,1970,127.89,19.6,437.86,0.0099,0.06,0.64,3.42
2026-01-26,dv360,DV_IO_003,Programmatic Video — Retargeting,14564,126,590.81,3.2,89.25,0.0087,4.69,40.57,0.15
2026-01-26,google_ads,GADS_001,Search — Brand Keywords,10446,348,459.94,16.3,1337.74,0.0333,1.32,44.03,2.91
2026-01-26,google_ads,GADS_002,Search — Competitor Keywords,12037,336,151.9,10.0,1913.5,0.0279,0.45,12.62,12.6
2026-01-26,google_ads,GADS_003,Performance Max — All Products,9626,527,558.56,9.4,416.98,0.0547,1.06,58.03,0.75
2026-01-26,google_ads,GADS_004,Display — Retargeting,9511,550,314.0,2.9,324.36,0.0578,0.57,33.01,1.03
2026-01-26,meta,META_001,Brand Awareness Q1,64816,828,483.32,26.0,819.26,0.0128,0.58,7.46,1.7
2026-01-26,meta,META_002,Retargeting — Website Visitors,54750,2499,259.18,21.0,812.91,0.0456,0.1,4.73,3.14
2026-01-26,meta,META_003,Prospecting — Lookalike 1%,15240,648,493.78,25.0,1919.0,0.0425,0.76,32.4,3.89
2026-01-26,meta,META_004,App Install — iOS,37583,1683,261.79,12.0,1112.04,0.0448,0.16,6.97,4.25
2026-01-26,x_ads,X_001,Promoted Tweets — Engagement,5678,149,243.21,1.0,17.03,0.0262,1.63,42.83,0.07
2026-01-26,x_ads,X_002,Website Clicks — Fintech Audience,38739,222,46.75,6.0,196.32,0.0057,0.21,1.21,4.2
2026-01-26,x_ads,X_003,Follower Campaign — Brand,31946,1037,93.98,22.0,1833.48,0.0325,0.09,2.94,19.51
2026-01-27,dv360,DV_IO_001,Programmatic Display — Prospecting,195709,1618,741.17,44.2,4725.42,0.0083,0.46,3.79,6.38
2026-01-27,dv360,DV_IO_002,YouTube Pre-roll — Brand,71590,1404,242.03,53.2,1444.91,0.0196,0.17,3.38,5.97
2026-01-27,dv360,DV_IO_003,Programmatic Video — Retargeting,133004,1069,375.17,7.9,229.5,0.008,0.35,2.82,0.61
2026-01-27,google_ads,GADS_001,Search — Brand Keywords,48782,670,415.17,31.9,890.01,0.0137,0.62,8.51,2.14
2026-01-27,google_ads,GADS_002,Search — Competitor Keywords,31995,253,272.95,6.3,720.91,0.0079,1.08,8.53,2.64
2026-01-27,google_ads,GADS_003,Performance Max — All Products,26694,1313,241.0,33.5,4872.57,0.0492,0.18,9.03,20.22
2026-01-27,google_ads,GADS_004,Display — Retargeting,47410,1190,176.19,21.7,3644.08,0.0251,0.15,3.72,20.68
2026-01-27,meta,META_001,Brand Awareness Q1,60082,2211,265.19,149.0,5328.24,0.0368,0.12,4.41,20.09
2026-01-27,meta,META_002,Retargeting — Website Visitors,78010,2436,283.36,234.0,21219.12,0.0312,0.12,3.63,74.88
2026-01-27,meta,META_003,Prospecting — Lookalike 1%,43632,866,85.71,79.0,3721.69,0.0198,0.1,1.96,43.42
2026-01-27,meta,META_004,App Install — iOS,42021,1211,304.9,70.0,6814.5,0.0288,0.25,7.26,22.35
2026-01-27,x_ads,X_001,Promoted Tweets — Engagement,18700,686,80.46,10.0,973.8,0.0367,0.12,4.3,12.1
2026-01-27,x_ads,X_002,Website Clicks — Fintech Audience,17140,183,113.25,5.0,452.9,0.0107,0.62,6.61,4.0
2026-01-27,x_ads,X_003,Follower Campaign — Brand,13277,279,191.99,2.0,114.32,0.021,0.69,14.46,0.6
2026-01-28,dv360,DV_IO_001,Programmatic Display — Prospecting,163930,3047,550.7,64.3,8714.58,0.0186,0.18,3.36,15.82
2026-01-28,dv360,DV_IO_002,YouTube Pre-roll — Brand,53793,943,724.66,21.5,2564.74,0.0175,0.77,13.47,3.54
2026-01-28,dv360,DV_IO_003,Programmatic Video — Retargeting,46013,368,348.72,16.0,1480.16,0.008,0.95,7.58,4.24
2026-01-28,google_ads,GADS_001,Search — Brand Keywords,11930,375,294.66,29.8,2997.58,0.0314,0.79,24.7,10.17
2026-01-28,google_ads,GADS_002,Search — Competitor Keywords,4672,203,413.01,12.6,1386.63,0.0435,2.03,88.4,3.36
2026-01-28,google_ads,GADS_003,Performance Max — All Products,10969,509,148.99,33.1,3471.2,0.0464,0.29,13.58,23.3
2026-01-28,google_ads,GADS_004,Display — Retargeting,9967,122,162.28,0.5,38.12,0.0122,1.33,16.28,0.23
2026-01-28,meta,META_001,Brand Awareness Q1,31816,1005,289.19,73.0,7216.05,0.0316,0.29,9.09,24.95
2026-01-28,meta,META_002,Retargeting — Website Visitors,63661,935,203.18,57.0,7603.8,0.0147,0.22,3.19,37.42
2026-01-28,meta,META_003,Prospecting — Lookalike 1%,48594,145,168.24,9.0,335.43,0.003,1.16,3.46,1.99
2026-01-28,meta,META_004,App Install — iOS,52864,1883,223.89,116.0,13531.4,0.0356,0.12,4.24,60.44
2026-01-28,x_ads,X_001,Promoted Tweets — Engagement,32512,662,117.78,13.0,410.8,0.0204,0.18,3.62,3.49
2026-01-28,x_ads,X_002,Website Clicks — Fintech Audience,8579,191,183.88,5.0,187.65,0.0223,0.96,21.43,1.02
2026-01-28,x_ads,X_003,Follower Campaign — Brand,31796,41,189.9,0.0,0.0,0.0013,4.63,5.97,0.0
2026-01-29,dv360,DV_IO_001,Programmatic Display — Prospecting,63294,862,384.41,33.0,3367.32,0.0136,0.45,6.07,8.76
2026-01-29,dv360,DV_IO_002,YouTube Pre-roll — Brand,129351,2226,592.41,23.1,2459.0,0.0172,0.27,4.58,4.15
2026-01-29,dv360,DV_IO_003,Programmatic Video — Retargeting,125416,2246,218.99,5.3,868.3,0.0179,0.1,1.75,3.97
2026-01-29,google_ads,GADS_001,Search — Brand Keywords,6366,313,568.76,18.5,1006.22,0.0492,1.82,89.34,1.77
2026-01-29,google_ads,GADS_002,Search — Competitor Keywords,20440,186,306.21,2.7,319.09,0.0091,1.65,14.98,1.04
2026-01-29,google_ads,GADS_003,Performance Max — All Products,44063,1516,440.97,93.9,15032.45,0.0344,0.29,10.01,34.09
2026-01-29,google_ads,GADS_004,Display — Retargeting,37302,866,110.25,48.2,4637.8,0.0232,0.13,2.96,42.07
2026-01-29,meta,META_001,Brand Awareness Q1,17240,299,378.37,19.0,1865.8,0.0173,1.27,21.95,4.93
2026-01-29,meta,META_002,Retargeting — Website Visitors,65491,3104,350.97,48.0,3258.24,0.0474,0.11,5.36,9.28
2026-01-29,meta,META_003,Prospecting — Lookalike 1%,19127,142,238.86,4.0,284.12,0.0074,1.68,12.49,1.19
2026-01-29,meta,META_004,App Install — iOS,31680,598,101.3,5.0,243.4,0.0189,0.17,3.2,2.4
2026-01-29,x_ads,X_001,Promoted Tweets — Engagement,36547,919,103.05,27.0,1546.83,0.0251,0.11,2.82,15.01
2026-01-29,x_ads,X_002,Website Clicks — Fintech Audience,25508,408,97.33,9.0,829.26,0.016,0.24,3.82,8.52
2026-01-29,x_ads,X_003,Follower Campaign — Brand,15441,112,257.46,4.0,359.84,0.0073,2.3,16.67,1.4
2026-01-30,dv360,DV_IO_001,Programmatic Display — Prospecting,147385,1857,758.36,43.1,4528.52,0.0126,0.41,5.15,5.97
2026-01-30,dv360,DV_IO_002,YouTube Pre-roll — Brand,187399,3007,175.21,11.5,1347.45,0.016,0.06,0.93,7.69
2026-01-30,dv360,DV_IO_003,Programmatic Video — Retargeting,114836,649,668.27,25.3,4097.84,0.0057,1.03,5.82,6.13
2026-01-30,google_ads,GADS_001,Search — Brand Keywords,51193,631,200.11,40.7,2165.24,0.0123,0.32,3.91,10.82
2026-01-30,google_ads,GADS_002,Search — Competitor Keywords,30642,1595,47.84,60.9,2914.67,0.0521,0.03,1.56,60.93
2026-01-30,google_ads,GADS_003,Performance Max — All Products,37039,156,271.24,4.5,759.96,0.0042,1.74,7.32,2.8
2026-01-30,google_ads,GADS_004,Display — Retargeting,39545,810,269.77,22.5,1373.17,0.0205,0.33,6.82,5.09
2026-01-30,meta,META_001,Brand Awareness Q1,49117,1298,273.53,100.0,4820.0,0.0264,0.21,5.57,17.62
2026-01-30,meta,META_002,Retargeting — Website Visitors,57666,2780,328.48,182.0,24426.22,0.0482,0.12,5.7,74.36
2026-01-30,meta,META_003,Prospecting — Lookalike 1%,66133,2065,364.65,99.0,3466.98,0.0312,0.18,5.51,9.51
2026-01-30,meta,META_004,App Install — iOS,21623,853,126.84,80.0,9894.4,0.0394,0.15,5.87,78.01
2026-01-30,x_ads,X_001,Promoted Tweets — Engagement,20457,427,93.41,14.0,705.32,0.0209,0.22,4.57,7.55
2026-01-30,x_ads,X_002,Website Clicks — Fintech Audience,35537,437,265.29,1.0,53.71,0.0123,0.61,7.47,0.2
2026-01-30,x_ads,X_003,Follower Campaign — Brand,20122,191,64.68,8.0,404.56,0.0095,0.34,3.21,6.25
2026-01-31,dv360,DV_IO_001,Programmatic Display — Prospecting,129864,1423,454.96,35.6,739.06,0.011,0.32,3.5,1.62
2026-01-31,dv360,DV_IO_002,YouTube Pre-roll — Brand,113508,2038,636.43,1.6,163.06,0.018,0.31,5.61,0.26
2026-01-31,dv360,DV_IO_003,Programmatic Video — Retargeting,86234,486,679.13,17.3,1557.52,0.0056,1.4,7.88,2.29
2026-01-31,google_ads,GADS_001,Search — Brand Keywords,35357,197,349.59,8.9,1191.89,0.0056,1.77,9.89,3.41
2026-01-31,google_ads,GADS_002,Search — Competitor Keywords,13242,290,336.24,8.7,277.88,0.0219,1.16,25.39,0.83
2026-01-31,google_ads,GADS_003,Performance Max — All Products,49502,2769,458.29,19.9,1026.44,0.0559,0.17,9.26,2.24
2026-01-31,google_ads,GADS_004,Display — Retargeting,56394,3136,98.15,88.9,11033.38,0.0556,0.03,1.74,112.41
2026-01-31,meta,META_001,Brand Awareness Q1,25941,1199,492.76,97.0,5887.9,0.0462,0.41,19.0,11.95
2026-01-31,meta,META_002,Retargeting — Website Visitors,6592,122,78.01,3.0,217.68,0.0185,0.64,11.83,2.79
2026-01-31,meta,META_003,Prospecting — Lookalike 1%,18630,740,207.97,38.0,3192.38,0.0397,0.28,11.16,15.35
2026-01-31,meta,META_004,App Install — iOS,51396,2254,488.79,94.0,6458.74,0.0439,0.22,9.51,13.21
2026-01-31,x_ads,X_001,Promoted Tweets — Engagement,32708,1250,120.8,7.0,691.32,0.0382,0.1,3.69,5.72
2026-01-31,x_ads,X_002,Website Clicks — Fintech Audience,16149,527,41.97,18.0,1604.16,0.0326,0.08,2.6,38.22
2026-01-31,x_ads,X_003,Follower Campaign — Brand,27273,628,101.01,14.0,871.78,0.023,0.16,3.7,8.63
2026-02-01,dv360,DV_IO_001,Programmatic Display — Prospecting,140077,2597,372.78,119.6,20785.28,0.0185,0.14,2.66,55.76
